"Država","Leto","Starost","Število"
"Netherlands",2006,"Less than 2 years","930,000"
"Netherlands",2006,"From 2 to 5 years","1,417,000"
"Netherlands",2006,"From 5 to 10 years","2,531,000"
"Netherlands",2006,"Over 10 years","2,352,000"
"Austria",2006,"Total","4,205,000"
"Austria",2006,"Less than 2 years","867,000"
"Austria",2006,"From 2 to 5 years","824,000"
"Austria",2006,"From 5 to 10 years","1,309,000"
"Austria",2006,"Over 10 years","1,205,000"
"Poland",2006,"Total","13,384,000"
"Poland",2006,"Less than 2 years","652,000"
"Poland",2006,"From 2 to 5 years","880,000"
"Poland",2006,"From 5 to 10 years","3,369,000"
"Poland",2006,"Over 10 years","8,483,000"
"Romania",2006,"Total","3,221,000"
"Slovenia",2006,"Total","980,000"
"Slovenia",2006,"Less than 2 years","110,000"
"Slovenia",2006,"From 2 to 5 years","184,000"
"Slovenia",2006,"From 5 to 10 years","367,000"
"Slovenia",2006,"Over 10 years","320,000"
"Slovakia",2006,"Total","1,333,700"
"Finland",2006,"Total","2,506,000"
"Finland",2006,"Less than 2 years","296,000"
"Finland",2006,"From 2 to 5 years","420,000"
"Finland",2006,"From 5 to 10 years","660,000"
"Finland",2006,"Over 10 years","1,113,000"
"Sweden",2006,"Total","4,202,000"
"Sweden",2006,"Less than 2 years","778,000"
"Sweden",2006,"From 2 to 5 years","735,000"
"Sweden",2006,"From 5 to 10 years","1,286,000"
"Sweden",2006,"Over 10 years","1,404,000"
"Liechtenstein",2006,"Total","24,290"
"Liechtenstein",2006,"Less than 2 years","3,950"
"Liechtenstein",2006,"From 2 to 5 years","5,950"
"Liechtenstein",2006,"From 5 to 10 years","8,360"
"Liechtenstein",2006,"Over 10 years","6,030"
"Norway",2006,"Total","2,084,000"
"Norway",2006,"Less than 2 years","224,000"
"Norway",2006,"From 2 to 5 years","335,000"
"Norway",2006,"From 5 to 10 years","632,000"
"Norway",2006,"Over 10 years","893,000"
"Switzerland",2006,"Total","3,900,000"
"Switzerland",2006,"Less than 2 years","509,000"
"Switzerland",2006,"From 2 to 5 years","853,000"
"Switzerland",2006,"From 5 to 10 years","1,261,000"
"Switzerland",2006,"Over 10 years","1,238,000"
"Former Yugoslav Republic of Macedonia, the",2006,"Total","242,300"
"Former Yugoslav Republic of Macedonia, the",2006,"Less than 2 years","16,600"
"Former Yugoslav Republic of Macedonia, the",2006,"From 2 to 5 years","17,100"
"Former Yugoslav Republic of Macedonia, the",2006,"From 5 to 10 years","44,800"
"Former Yugoslav Republic of Macedonia, the",2006,"Over 10 years","163,800"
"Turkey",2006,"Total","6,141,000"
"Turkey",2006,"Less than 2 years","531,000"
"Turkey",2006,"From 2 to 5 years","944,000"
"Turkey",2006,"From 5 to 10 years","1,416,000"
"Turkey",2006,"Over 10 years","3,250,000"
"Belgium",2007,"Total","5,049,000"
"Belgium",2007,"Less than 2 years","1,227,000"
"Belgium",2007,"From 2 to 5 years","1,100,000"
"Belgium",2007,"From 5 to 10 years","1,518,000"
"Belgium",2007,"Over 10 years","1,204,000"
"Bulgaria",2007,"Total","2,082,000"
"Czech Republic",2007,"Total","4,280,000"
"Czech Republic",2007,"Less than 2 years","259,000"
"Czech Republic",2007,"From 2 to 5 years","466,000"
"Czech Republic",2007,"From 5 to 10 years","1,074,000"
"Czech Republic",2007,"Over 10 years","2,480,000"
"Denmark",2007,"Total","2,554,000"
"Denmark",2007,"Less than 2 years","619,000"
"Denmark",2007,"From 2 to 5 years","413,000"
"Denmark",2007,"From 5 to 10 years","726,000"
"Denmark",2007,"Over 10 years","796,000"
"Estonia",2007,"Total","523,800"
"Estonia",2007,"Less than 2 years","56,600"
"Estonia",2007,"From 2 to 5 years","62,700"
"Estonia",2007,"From 5 to 10 years","98,000"
"Estonia",2007,"Over 10 years","306,500"
"Ireland",2007,"Total","1,883,000"
"Ireland",2007,"Less than 2 years","338,000"
"Ireland",2007,"From 2 to 5 years","460,000"
"Ireland",2007,"From 5 to 10 years","773,000"
"Ireland",2007,"Over 10 years","312,000"
"Greece",2007,"Total","4,798,530"
"Spain",2007,"Total","21,760,000"
"Spain",2007,"Less than 2 years","4,747,000"
"Spain",2007,"From 2 to 5 years","4,147,000"
"Spain",2007,"From 5 to 10 years","6,001,000"
"Spain",2007,"Over 10 years","6,865,000"
"France",2007,"Total","30,700,000"
"France",2007,"Less than 2 years","4,116,000"
"France",2007,"From 2 to 5 years","6,197,000"
"France",2007,"From 5 to 10 years","10,158,000"
"France",2007,"Over 10 years","10,229,000"
"Croatia",2007,"Total","1,510,000"
"Croatia",2007,"Less than 2 years","222,000"
"Croatia",2007,"From 2 to 5 years","228,000"
"Croatia",2007,"From 5 to 10 years","404,000"
"Croatia",2007,"Over 10 years","656,000"
"Italy",2007,"Total","35,680,000"
"Italy",2007,"Less than 2 years","4,996,000"
"Italy",2007,"From 2 to 5 years","9,303,000"
"Italy",2007,"From 5 to 10 years","13,286,000"
"Italy",2007,"Over 10 years","8,095,000"
"Cyprus",2007,"Total","411,000"
"Cyprus",2007,"Less than 2 years","47,000"
"Cyprus",2007,"From 2 to 5 years","71,000"
"Cyprus",2007,"From 5 to 10 years","111,000"
"Cyprus",2007,"Over 10 years","182,000"
"Latvia",2007,"Total","904,870"
"Latvia",2007,"Less than 2 years","59,360"
"Latvia",2007,"From 2 to 5 years","49,760"
"Latvia",2007,"From 5 to 10 years","120,460"
"Latvia",2007,"Over 10 years","675,290"
"Lithuania",2007,"Total","1,587,903"
"Lithuania",2007,"Less than 2 years","36,772"
"Lithuania",2007,"From 2 to 5 years","47,010"
"Lithuania",2007,"From 5 to 10 years","152,605"
"Lithuania",2007,"Over 10 years","1,351,516"
"Luxembourg",2007,"Total","322,000"
"Luxembourg",2007,"Less than 2 years","92,000"
"Luxembourg",2007,"From 2 to 5 years","96,000"
"Luxembourg",2007,"From 5 to 10 years","82,000"
"Luxembourg",2007,"Over 10 years","52,000"
"Hungary",2007,"Total","3,262,000"
"Hungary",2007,"Less than 2 years","521,000"
"Hungary",2007,"From 2 to 5 years","635,000"
"Hungary",2007,"From 5 to 10 years","673,000"
"Hungary",2007,"Over 10 years","1,433,000"
"Malta",2007,"Total","224,009"
"Malta",2007,"Less than 2 years","10,286"
"Malta",2007,"From 2 to 5 years","21,782"
"Malta",2007,"From 5 to 10 years","61,353"
"Malta",2007,"Over 10 years","130,588"
"Netherlands",2007,"Total","7,392,000"
"Netherlands",2007,"Less than 2 years","971,000"
"Netherlands",2007,"From 2 to 5 years","1,380,000"
"Netherlands",2007,"From 5 to 10 years","2,561,000"
"Netherlands",2007,"Over 10 years","2,479,000"
"Austria",2007,"Total","4,246,000"
"Austria",2007,"Less than 2 years","844,000"
"Austria",2007,"From 2 to 5 years","842,000"
"Austria",2007,"From 5 to 10 years","1,296,000"
"Austria",2007,"Over 10 years","1,264,000"
"Poland",2007,"Total","14,589,000"
"Poland",2007,"Less than 2 years","684,000"
"Poland",2007,"From 2 to 5 years","1,009,000"
"Poland",2007,"From 5 to 10 years","3,255,000"
"Poland",2007,"Over 10 years","9,641,000"
"Romania",2007,"Total","3,541,000"
"Slovenia",2007,"Total","1,014,000"
"Slovenia",2007,"Less than 2 years","116,000"
"Slovenia",2007,"From 2 to 5 years","194,000"
"Slovenia",2007,"From 5 to 10 years","361,000"
"Slovenia",2007,"Over 10 years","343,000"
"Slovakia",2007,"Total","1,433,900"
"Finland",2007,"Total","2,570,000"
"Finland",2007,"Less than 2 years","273,000"
"Finland",2007,"From 2 to 5 years","452,000"
"Finland",2007,"From 5 to 10 years","675,000"
"Finland",2007,"Over 10 years","1,153,000"
"Sweden",2007,"Total","4,258,000"
"Sweden",2007,"Less than 2 years","812,000"
"Sweden",2007,"From 2 to 5 years","766,000"
"Sweden",2007,"From 5 to 10 years","1,321,000"
"Sweden",2007,"Over 10 years","1,360,000"
"Liechtenstein",2007,"Total","24,368"
"Liechtenstein",2007,"Less than 2 years","3,996"
"Liechtenstein",2007,"From 2 to 5 years","5,623"
"Liechtenstein",2007,"From 5 to 10 years","8,476"
"Liechtenstein",2007,"Over 10 years","6,273"
"Norway",2007,"Total","2,155,000"
"Norway",2007,"Less than 2 years","245,000"
"Norway",2007,"From 2 to 5 years","360,000"
"Norway",2007,"From 5 to 10 years","598,000"
"Norway",2007,"Over 10 years","952,000"
"Switzerland",2007,"Total","3,956,000"
"Switzerland",2007,"Less than 2 years","537,000"
"Switzerland",2007,"From 2 to 5 years","769,000"
"Switzerland",2007,"From 5 to 10 years","1,351,000"
"Switzerland",2007,"Over 10 years","1,299,000"
"Former Yugoslav Republic of Macedonia, the",2007,"Total","248,800"
"Former Yugoslav Republic of Macedonia, the",2007,"Less than 2 years","20,600"
"Former Yugoslav Republic of Macedonia, the",2007,"From 2 to 5 years","15,700"
"Former Yugoslav Republic of Macedonia, the",2007,"From 5 to 10 years","45,900"
"Former Yugoslav Republic of Macedonia, the",2007,"Over 10 years","166,600"
"Turkey",2007,"Total","6,472,000"
"Turkey",2007,"Less than 2 years","435,000"
"Turkey",2007,"From 2 to 5 years","1,237,000"
"Turkey",2007,"From 5 to 10 years","1,202,000"
"Turkey",2007,"Over 10 years","3,598,000"
"Belgium",2008,"Total","5,131,000"
"Belgium",2008,"Less than 2 years","1,295,000"
"Belgium",2008,"From 2 to 5 years","1,116,000"
"Belgium",2008,"From 5 to 10 years","1,506,000"
"Belgium",2008,"Over 10 years","1,214,000"
"Bulgaria",2008,"Total","2,366,000"
"Czech Republic",2008,"Total","4,423,000"
"Czech Republic",2008,"Less than 2 years","284,000"
"Czech Republic",2008,"From 2 to 5 years","455,000"
"Czech Republic",2008,"From 5 to 10 years","1,078,000"
"Czech Republic",2008,"Over 10 years","2,606,000"
"Denmark",2008,"Total","2,580,000"
"Denmark",2008,"Less than 2 years","597,000"
"Denmark",2008,"From 2 to 5 years","466,000"
"Denmark",2008,"From 5 to 10 years","677,000"
"Denmark",2008,"Over 10 years","840,000"
"Germany (until 1990 former territory of the FRG)",2008,"Total","41,321,000"
"Germany (until 1990 former territory of the FRG)",2008,"Less than 2 years","5,551,000"
"Germany (until 1990 former territory of the FRG)",2008,"From 2 to 5 years","8,640,000"
"Germany (until 1990 former territory of the FRG)",2008,"From 5 to 10 years","12,843,000"
"Germany (until 1990 former territory of the FRG)",2008,"Over 10 years","14,288,000"
"Estonia",2008,"Total","551,800"
"Estonia",2008,"Less than 2 years","55,100"
"Estonia",2008,"From 2 to 5 years","70,100"
"Estonia",2008,"From 5 to 10 years","102,600"
"Estonia",2008,"Over 10 years","324,000"
"Ireland",2008,"Total","2,000,500"
"Ireland",2008,"Less than 2 years","637,660"
"Ireland",2008,"From 2 to 5 years","471,720"
"Ireland",2008,"From 5 to 10 years","694,120"
"Ireland",2008,"Over 10 years","196,990"
"Greece",2008,"Total","5,023,944"
"Spain",2008,"Total","22,145,000"
"Spain",2008,"Less than 2 years","4,236,000"
"Spain",2008,"From 2 to 5 years","4,418,000"
"Spain",2008,"From 5 to 10 years","6,268,000"
"Spain",2008,"Over 10 years","7,225,000"
"Croatia",2008,"Total","1,551,000"
"Croatia",2008,"Less than 2 years","236,000"
"Croatia",2008,"From 2 to 5 years","226,000"
"Croatia",2008,"From 5 to 10 years","389,000"
"Croatia",2008,"Over 10 years","700,000"
"Italy",2008,"Total","36,105,000"
"Italy",2008,"Less than 2 years","4,799,000"
"Italy",2008,"From 2 to 5 years","9,288,000"
"Italy",2008,"From 5 to 10 years","13,749,000"
"Italy",2008,"Over 10 years","8,269,000"
"Cyprus",2008,"Total","444,000"
"Cyprus",2008,"Less than 2 years","50,000"
"Cyprus",2008,"From 2 to 5 years","83,000"
"Cyprus",2008,"From 5 to 10 years","120,000"
"Cyprus",2008,"Over 10 years","191,000"
"Latvia",2008,"Total","932,830"
"Latvia",2008,"Less than 2 years","51,810"
"Latvia",2008,"From 2 to 5 years","64,310"
"Latvia",2008,"From 5 to 10 years","118,780"
"Latvia",2008,"Over 10 years","697,930"
"Lithuania",2008,"Total","1,671,065"
"Lithuania",2008,"Less than 2 years","43,760"
"Lithuania",2008,"From 2 to 5 years","57,820"
"Lithuania",2008,"From 5 to 10 years","170,810"
"Lithuania",2008,"Over 10 years","1,398,675"
"Luxembourg",2008,"Total","328,000"
"Luxembourg",2008,"Less than 2 years","94,000"
"Luxembourg",2008,"From 2 to 5 years","100,000"
"Luxembourg",2008,"From 5 to 10 years","82,000"
"Luxembourg",2008,"Over 10 years","52,000"
"Hungary",2008,"Total","3,055,000"
"Hungary",2008,"Less than 2 years","284,000"
"Hungary",2008,"From 2 to 5 years","618,000"
"Hungary",2008,"From 5 to 10 years","865,000"
"Hungary",2008,"Over 10 years","1,288,000"
"Malta",2008,"Total","229,470"
"Malta",2008,"Less than 2 years","16,084"
"Malta",2008,"From 2 to 5 years","23,043"
"Malta",2008,"From 5 to 10 years","63,397"
"Malta",2008,"Over 10 years","126,946"
"Netherlands",2008,"Total","7,542,000"
"Netherlands",2008,"Less than 2 years","985,000"
"Netherlands",2008,"From 2 to 5 years","1,384,000"
"Netherlands",2008,"From 5 to 10 years","2,516,000"
"Netherlands",2008,"Over 10 years","2,658,000"
"Austria",2008,"Total","4,285,000"
"Austria",2008,"Less than 2 years","829,000"
"Austria",2008,"From 2 to 5 years","863,000"
"Austria",2008,"From 5 to 10 years","1,302,000"
"Austria",2008,"Over 10 years","1,291,000"
"Poland",2008,"Total","16,080,000"
"Poland",2008,"Less than 2 years","839,000"
"Poland",2008,"From 2 to 5 years","1,101,000"
"Poland",2008,"From 5 to 10 years","3,202,000"
"Poland",2008,"Over 10 years","10,938,000"
"Romania",2008,"Total","4,027,000"
"Romania",2008,"Less than 2 years","892,000"
"Romania",2008,"From 2 to 5 years","649,000"
"Romania",2008,"From 5 to 10 years","801,000"
"Romania",2008,"Over 10 years","1,685,000"
"Slovenia",2008,"Total","1,045,180"
"Slovenia",2008,"Less than 2 years","126,140"
"Slovenia",2008,"From 2 to 5 years","191,990"
"Slovenia",2008,"From 5 to 10 years","350,260"
"Slovenia",2008,"Over 10 years","376,800"
"Slovakia",2008,"Total","1,544,900"
"Finland",2008,"Total","2,700,000"
"Finland",2008,"Less than 2 years","276,000"
"Finland",2008,"From 2 to 5 years","458,000"
"Finland",2008,"From 5 to 10 years","680,000"
"Finland",2008,"Over 10 years","1,130,000"
"Sweden",2008,"Total","4,279,000"
"Sweden",2008,"Less than 2 years","734,000"
"Sweden",2008,"From 2 to 5 years","757,000"
"Sweden",2008,"From 5 to 10 years","1,381,000"
"Sweden",2008,"Over 10 years","1,406,000"
"United Kingdom",2008,"Total","28,390,000"
"United Kingdom",2008,"Less than 2 years","4,274,000"
"United Kingdom",2008,"From 2 to 5 years","9,364,000"
"United Kingdom",2008,"From 5 to 10 years","8,446,000"
"United Kingdom",2008,"Over 10 years","6,306,000"
"Liechtenstein",2008,"Total","25,460"
"Liechtenstein",2008,"Less than 2 years","4,210"
"Liechtenstein",2008,"From 2 to 5 years","5,820"
"Liechtenstein",2008,"From 5 to 10 years","8,860"
"Liechtenstein",2008,"Over 10 years","6,570"
"Norway",2008,"Total","2,197,000"
"Norway",2008,"Less than 2 years","244,000"
"Norway",2008,"From 2 to 5 years","379,000"
"Norway",2008,"From 5 to 10 years","574,000"
"Norway",2008,"Over 10 years","1,001,000"
"Switzerland",2008,"Total","3,990,000"
"Switzerland",2008,"Less than 2 years","554,000"
"Switzerland",2008,"From 2 to 5 years","761,000"
"Switzerland",2008,"From 5 to 10 years","1,337,000"
"Switzerland",2008,"Over 10 years","1,338,000"
"Former Yugoslav Republic of Macedonia, the",2008,"Total","263,110"
"Former Yugoslav Republic of Macedonia, the",2008,"Less than 2 years","24,690"
"Former Yugoslav Republic of Macedonia, the",2008,"From 2 to 5 years","25,820"
"Former Yugoslav Republic of Macedonia, the",2008,"From 5 to 10 years","35,950"
"Former Yugoslav Republic of Macedonia, the",2008,"Over 10 years","176,650"
"Turkey",2008,"Total","6,797,000"
"Turkey",2008,"Less than 2 years","466,000"
"Turkey",2008,"From 2 to 5 years","1,122,000"
"Turkey",2008,"From 5 to 10 years","1,365,000"
"Turkey",2008,"Over 10 years","3,844,000"
"Belgium",2009,"Total","5,193,000"
"Belgium",2009,"Less than 2 years","1,264,000"
"Belgium",2009,"From 2 to 5 years","1,198,000"
"Belgium",2009,"From 5 to 10 years","1,476,000"
"Belgium",2009,"Over 10 years","1,254,000"
"Bulgaria",2009,"Total","2,502,000"
"Czech Republic",2009,"Total","4,435,000"
"Czech Republic",2009,"Less than 2 years","310,000"
"Czech Republic",2009,"From 2 to 5 years","468,000"
"Czech Republic",2009,"From 5 to 10 years","1,027,000"
"Czech Republic",2009,"Over 10 years","2,630,000"
"Germany (until 1990 former territory of the FRG)",2009,"Total","41,738,000"
"Germany (until 1990 former territory of the FRG)",2009,"Less than 2 years","6,425,000"
"Germany (until 1990 former territory of the FRG)",2009,"From 2 to 5 years","8,681,000"
"Germany (until 1990 former territory of the FRG)",2009,"From 5 to 10 years","12,491,000"
"Germany (until 1990 former territory of the FRG)",2009,"Over 10 years","14,141,000"
"Estonia",2009,"Total","545,600"
"Estonia",2009,"Less than 2 years","31,600"
"Estonia",2009,"From 2 to 5 years","79,300"
"Estonia",2009,"From 5 to 10 years","104,100"
"Estonia",2009,"Over 10 years","330,600"
"Ireland",2009,"Total","1,971,740"
"Ireland",2009,"Less than 2 years","519,450"
"Ireland",2009,"From 2 to 5 years","537,300"
"Ireland",2009,"From 5 to 10 years","689,950"
"Ireland",2009,"Over 10 years","225,040"
"Greece",2009,"Total","5,131,960"
"Spain",2009,"Total","21,984,000"
"Spain",2009,"Less than 2 years","3,543,000"
"Spain",2009,"From 2 to 5 years","4,574,000"
"Spain",2009,"From 5 to 10 years","6,410,000"
"Spain",2009,"Over 10 years","7,457,000"
"France",2009,"Total","31,394,000"
"Croatia",2009,"Total","1,541,000"
"Croatia",2009,"Less than 2 years","203,000"
"Croatia",2009,"From 2 to 5 years","228,000"
"Croatia",2009,"From 5 to 10 years","389,000"
"Croatia",2009,"Over 10 years","721,000"
"Italy",2009,"Total","36,372,000"
"Italy",2009,"Less than 2 years","4,435,000"
"Italy",2009,"From 2 to 5 years","9,498,000"
"Italy",2009,"From 5 to 10 years","14,058,000"
"Italy",2009,"Over 10 years","8,381,000"
"Cyprus",2009,"Total","461,000"
"Cyprus",2009,"Less than 2 years","41,000"
"Cyprus",2009,"From 2 to 5 years","90,000"
"Cyprus",2009,"From 5 to 10 years","132,000"
"Cyprus",2009,"Over 10 years","198,000"
"Latvia",2009,"Total","904,310"
"Latvia",2009,"Less than 2 years","22,070"
"Latvia",2009,"From 2 to 5 years","77,480"
"Latvia",2009,"From 5 to 10 years","104,000"
"Latvia",2009,"Over 10 years","700,760"
"Lithuania",2009,"Total","1,695,286"
"Lithuania",2009,"Less than 2 years","27,561"
"Lithuania",2009,"From 2 to 5 years","67,201"
"Lithuania",2009,"From 5 to 10 years","168,166"
"Lithuania",2009,"Over 10 years","1,432,358"
"Luxembourg",2009,"Total","331,500"
"Luxembourg",2009,"Less than 2 years","45,600"
"Luxembourg",2009,"From 2 to 5 years","122,300"
"Luxembourg",2009,"From 5 to 10 years","100,200"
"Luxembourg",2009,"Over 10 years","63,500"
"Hungary",2009,"Total","3,013,720"
"Hungary",2009,"Less than 2 years","171,500"
"Hungary",2009,"From 2 to 5 years","565,560"
"Hungary",2009,"From 5 to 10 years","948,410"
"Hungary",2009,"Over 10 years","1,328,240"
"Malta",2009,"Total","234,341"
"Malta",2009,"Less than 2 years","17,024"
"Malta",2009,"From 2 to 5 years","26,085"
"Malta",2009,"From 5 to 10 years","61,250"
"Malta",2009,"Over 10 years","129,982"
"Netherlands",2009,"Total","7,622,000"
"Netherlands",2009,"Less than 2 years","874,000"
"Netherlands",2009,"From 2 to 5 years","1,430,000"
"Netherlands",2009,"From 5 to 10 years","2,447,000"
"Netherlands",2009,"Over 10 years","2,871,000"
"Austria",2009,"Total","4,360,000"
"Austria",2009,"Less than 2 years","856,000"
"Austria",2009,"From 2 to 5 years","872,000"
"Austria",2009,"From 5 to 10 years","1,321,000"
"Austria",2009,"Over 10 years","1,311,000"
"Poland",2009,"Total","16,495,000"
"Poland",2009,"Less than 2 years","833,000"
"Poland",2009,"From 2 to 5 years","1,098,000"
"Poland",2009,"From 5 to 10 years","3,048,000"
"Poland",2009,"Over 10 years","11,516,000"
"Romania",2009,"Total","4,245,000"
"Romania",2009,"Less than 2 years","744,000"
"Romania",2009,"From 2 to 5 years","772,000"
"Romania",2009,"From 5 to 10 years","890,000"
"Romania",2009,"Over 10 years","1,829,000"
"Slovenia",2009,"Total","1,058,858"
"Slovenia",2009,"Less than 2 years","116,580"
"Slovenia",2009,"From 2 to 5 years","198,182"
"Slovenia",2009,"From 5 to 10 years","336,731"
"Slovenia",2009,"Over 10 years","407,365"
"Slovakia",2009,"Total","1,589,000"
"Finland",2009,"Total","2,777,000"
"Finland",2009,"Less than 2 years","271,000"
"Finland",2009,"From 2 to 5 years","457,000"
"Finland",2009,"From 5 to 10 years","701,000"
"Finland",2009,"Over 10 years","1,238,000"
"Sweden",2009,"Total","4,299,950"
"Sweden",2009,"Less than 2 years","666,849"
"Sweden",2009,"From 2 to 5 years","781,916"
"Sweden",2009,"From 5 to 10 years","1,344,780"
"Sweden",2009,"Over 10 years","1,506,405"
"United Kingdom",2009,"Total","28,247,000"
"United Kingdom",2009,"Less than 2 years","4,282,000"
"United Kingdom",2009,"From 2 to 5 years","6,860,000"
"United Kingdom",2009,"From 5 to 10 years","10,408,000"
"United Kingdom",2009,"Over 10 years","6,697,000"
"Liechtenstein",2009,"Total","25,910"
"Liechtenstein",2009,"Less than 2 years","4,080"
"Liechtenstein",2009,"From 2 to 5 years","6,010"
"Liechtenstein",2009,"From 5 to 10 years","8,790"
"Liechtenstein",2009,"Over 10 years","7,030"
"Norway",2009,"Total","2,244,000"
"Norway",2009,"Less than 2 years","214,000"
"Norway",2009,"From 2 to 5 years","394,000"
"Norway",2009,"From 5 to 10 years","595,000"
"Norway",2009,"Over 10 years","1,041,000"
"Switzerland",2009,"Total","4,010,000"
"Switzerland",2009,"Less than 2 years","552,000"
"Switzerland",2009,"From 2 to 5 years","777,000"
"Switzerland",2009,"From 5 to 10 years","1,302,000"
"Switzerland",2009,"Over 10 years","1,379,000"
"Former Yugoslav Republic of Macedonia, the",2009,"Total","282,200"
"Former Yugoslav Republic of Macedonia, the",2009,"Less than 2 years","22,070"
"Former Yugoslav Republic of Macedonia, the",2009,"From 2 to 5 years","31,310"
"Former Yugoslav Republic of Macedonia, the",2009,"From 5 to 10 years","36,380"
"Former Yugoslav Republic of Macedonia, the",2009,"Over 10 years","192,440"
"Turkey",2009,"Total","7,093,960"
"Turkey",2009,"Less than 2 years","431,320"
"Turkey",2009,"From 2 to 5 years","1,116,800"
"Turkey",2009,"From 5 to 10 years","1,366,850"
"Turkey",2009,"Over 10 years","4,178,990"
"Belgium",2010,"Total","5,276,000"
"Belgium",2010,"Less than 2 years","1,277,000"
"Belgium",2010,"From 2 to 5 years","1,247,000"
"Belgium",2010,"From 5 to 10 years","1,461,000"
"Belgium",2010,"Over 10 years","1,291,000"
"Bulgaria",2010,"Total","2,602,000"
"Czech Republic",2010,"Total","4,496,000"
"Czech Republic",2010,"Less than 2 years","324,000"
"Czech Republic",2010,"From 2 to 5 years","476,000"
"Czech Republic",2010,"From 5 to 10 years","997,000"
"Czech Republic",2010,"Over 10 years","2,699,000"
"Germany (until 1990 former territory of the FRG)",2010,"Total","42,302,000"
"Germany (until 1990 former territory of the FRG)",2010,"Less than 2 years","6,247,000"
"Germany (until 1990 former territory of the FRG)",2010,"From 2 to 5 years","8,544,000"
"Germany (until 1990 former territory of the FRG)",2010,"From 5 to 10 years","12,593,000"
"Germany (until 1990 former territory of the FRG)",2010,"Over 10 years","14,918,000"
"Estonia",2010,"Total","552,680"
"Estonia",2010,"Less than 2 years","17,170"
"Estonia",2010,"From 2 to 5 years","81,380"
"Estonia",2010,"From 5 to 10 years","107,850"
"Estonia",2010,"Over 10 years","346,280"
"Ireland",2010,"Total","1,937,130"
"Ireland",2010,"Less than 2 years","409,410"
"Ireland",2010,"From 2 to 5 years","585,850"
"Ireland",2010,"From 5 to 10 years","674,510"
"Ireland",2010,"Over 10 years","267,350"
"Greece",2010,"Total","5,216,873"
"Spain",2010,"Total","22,148,000"
"Spain",2010,"Less than 2 years","2,973,000"
"Spain",2010,"From 2 to 5 years","4,534,000"
"Spain",2010,"From 5 to 10 years","6,558,000"
"Spain",2010,"Over 10 years","8,082,000"
"France",2010,"Total","31,657,000"
"France",2010,"Less than 2 years","4,535,000"
"France",2010,"From 2 to 5 years","6,580,000"
"France",2010,"From 5 to 10 years","11,031,000"
"France",2010,"Over 10 years","9,942,000"
"Croatia",2010,"Total","1,521,000"
"Croatia",2010,"Less than 2 years","158,000"
"Croatia",2010,"From 2 to 5 years","239,000"
"Croatia",2010,"From 5 to 10 years","394,000"
"Croatia",2010,"Over 10 years","730,000"
"Italy",2010,"Total","36,751,000"
"Italy",2010,"Less than 2 years","4,228,000"
"Italy",2010,"From 2 to 5 years","9,336,000"
"Italy",2010,"From 5 to 10 years","14,051,000"
"Italy",2010,"Over 10 years","9,136,000"
"Cyprus",2010,"Total","463,000"
"Cyprus",2010,"Less than 2 years","31,000"
"Cyprus",2010,"From 2 to 5 years","91,000"
"Cyprus",2010,"From 5 to 10 years","141,000"
"Cyprus",2010,"Over 10 years","200,000"
"Latvia",2010,"Total","636,660"
"Latvia",2010,"Less than 2 years","8,490"
"Latvia",2010,"From 2 to 5 years","74,730"
"Latvia",2010,"From 5 to 10 years","97,030"
"Latvia",2010,"Over 10 years","456,410"
"Lithuania",2010,"Total","1,691,855"
"Lithuania",2010,"Less than 2 years","13,251"
"Lithuania",2010,"From 2 to 5 years","71,535"
"Lithuania",2010,"From 5 to 10 years","162,320"
"Lithuania",2010,"Over 10 years","1,444,749"
"Luxembourg",2010,"Total","337,200"
"Luxembourg",2010,"Less than 2 years","91,000"
"Luxembourg",2010,"From 2 to 5 years","107,900"
"Luxembourg",2010,"From 5 to 10 years","86,500"
"Luxembourg",2010,"Over 10 years","51,900"
"Hungary",2010,"Total","2,984,060"
"Hungary",2010,"Less than 2 years","76,400"
"Hungary",2010,"From 2 to 5 years","501,320"
"Hungary",2010,"From 5 to 10 years","1,002,050"
"Hungary",2010,"Over 10 years","1,404,290"
"Malta",2010,"Total","240,960"
"Malta",2010,"Less than 2 years","15,317"
"Malta",2010,"From 2 to 5 years","31,347"
"Malta",2010,"From 5 to 10 years","54,659"
"Malta",2010,"Over 10 years","139,637"
"Netherlands",2010,"Total","7,736,000"
"Netherlands",2010,"Less than 2 years","867,000"
"Netherlands",2010,"From 2 to 5 years","1,445,000"
"Netherlands",2010,"From 5 to 10 years","2,341,000"
"Netherlands",2010,"Over 10 years","3,083,000"
"Austria",2010,"Total","4,441,000"
"Austria",2010,"Less than 2 years","876,000"
"Austria",2010,"From 2 to 5 years","867,000"
"Austria",2010,"From 5 to 10 years","1,330,000"
"Austria",2010,"Over 10 years","1,368,000"
"Poland",2010,"Total","17,240,000"
"Poland",2010,"Less than 2 years","723,000"
"Poland",2010,"From 2 to 5 years","1,143,000"
"Poland",2010,"From 5 to 10 years","2,908,000"
"Poland",2010,"Over 10 years","12,466,000"
"Portugal",2010,"Total","4,692,000"
"Portugal",2010,"Less than 2 years","392,000"
"Portugal",2010,"From 2 to 5 years","649,000"
"Portugal",2010,"From 5 to 10 years","1,193,000"
"Portugal",2010,"Over 10 years","2,458,000"
"Romania",2010,"Total","4,320,000"
"Romania",2010,"Less than 2 years","852,000"
"Romania",2010,"From 2 to 5 years","797,000"
