"Država","Leto","Druzina","Procenti"
"Iceland",2011,"Households with dependent children",2.9
"Norway",2011,"Total",4.6
"Norway",2011,"Single person",12
"Norway",2011,"Single female",10.6
"Norway",2011,"Single male",13.4
"Norway",2011,"Two adults",2
"Norway",2011,"Three or more adults",0.8
"Norway",2011,"Households without dependent children",6
"Norway",2011,"Households with dependent children",3.3
"Switzerland",2011,"Total",3.4
"Switzerland",2011,"Single person",8.8
"Switzerland",2011,"Single female",9.3
"Switzerland",2011,"Single male",8.2
"Switzerland",2011,"Two adults",1.8
"Switzerland",2011,"Three or more adults",2.8
"Switzerland",2011,"Households without dependent children",3.9
"Switzerland",2011,"Households with dependent children",3
"Former Yugoslav Republic of Macedonia, the",2011,"Total",23.7
"Former Yugoslav Republic of Macedonia, the",2011,"Single person",31.3
"Former Yugoslav Republic of Macedonia, the",2011,"Single female",30
"Former Yugoslav Republic of Macedonia, the",2011,"Single male",34.4
"Former Yugoslav Republic of Macedonia, the",2011,"Two adults",33.6
"Former Yugoslav Republic of Macedonia, the",2011,"Three or more adults",25.9
"Former Yugoslav Republic of Macedonia, the",2011,"Households without dependent children",28.7
"Former Yugoslav Republic of Macedonia, the",2011,"Households with dependent children",21.3
"Turkey",2011,"Total",56.6
"Turkey",2011,"Single person",42
"Turkey",2011,"Single female",38.3
"Turkey",2011,"Single male",49
"Turkey",2011,"Two adults",48.3
"Turkey",2011,"Three or more adults",51.3
"Turkey",2011,"Households without dependent children",49.2
"Turkey",2011,"Households with dependent children",58.9
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2012,"Total",8.7
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2012,"Single person",14.6
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2012,"Single female",14.5
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2012,"Single male",14.8
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2012,"Two adults",6.3
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2012,"Three or more adults",7.3
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2012,"Households without dependent children",8.8
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2012,"Households with dependent children",8.5
"European Union (28 countries)",2012,"Total",8.7
"European Union (28 countries)",2012,"Single person",14.6
"European Union (28 countries)",2012,"Single female",14.5
"European Union (28 countries)",2012,"Single male",14.8
"European Union (28 countries)",2012,"Two adults",6.3
"European Union (28 countries)",2012,"Three or more adults",7.3
"European Union (28 countries)",2012,"Households without dependent children",8.8
"European Union (28 countries)",2012,"Households with dependent children",8.5
"European Union (27 countries)",2012,"Total",8.7
"European Union (27 countries)",2012,"Single person",14.6
"European Union (27 countries)",2012,"Single female",14.6
"European Union (27 countries)",2012,"Single male",14.8
"European Union (27 countries)",2012,"Two adults",6.3
"European Union (27 countries)",2012,"Three or more adults",7.3
"European Union (27 countries)",2012,"Households without dependent children",8.8
"European Union (27 countries)",2012,"Households with dependent children",8.5
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2012,"Total",5.6
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2012,"Single person",13.2
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2012,"Single female",13.4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2012,"Single male",13.1
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2012,"Two adults",4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2012,"Three or more adults",4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2012,"Households without dependent children",6.6
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2012,"Households with dependent children",4.6
"Euro area (19 countries)",2012,"Total",5.9
"Euro area (19 countries)",2012,"Single person",13.4
"Euro area (19 countries)",2012,"Single female",13.6
"Euro area (19 countries)",2012,"Single male",13.2
"Euro area (19 countries)",2012,"Two adults",4.2
"Euro area (19 countries)",2012,"Three or more adults",4.2
"Euro area (19 countries)",2012,"Households without dependent children",6.8
"Euro area (19 countries)",2012,"Households with dependent children",4.8
"Euro area (18 countries)",2012,"Total",5.8
"Euro area (18 countries)",2012,"Single person",13.3
"Euro area (18 countries)",2012,"Single female",13.5
"Euro area (18 countries)",2012,"Single male",13.2
"Euro area (18 countries)",2012,"Two adults",4.2
"Euro area (18 countries)",2012,"Three or more adults",4.1
"Euro area (18 countries)",2012,"Households without dependent children",6.7
"Euro area (18 countries)",2012,"Households with dependent children",4.8
"Belgium",2012,"Total",6.9
"Belgium",2012,"Single person",15
"Belgium",2012,"Single female",12.8
"Belgium",2012,"Single male",17.5
"Belgium",2012,"Two adults",4.2
"Belgium",2012,"Three or more adults",4.2
"Belgium",2012,"Households without dependent children",7.7
"Belgium",2012,"Households with dependent children",6.2
"Bulgaria",2012,"Total",22.2
"Bulgaria",2012,"Single person",25.6
"Bulgaria",2012,"Single female",24.8
"Bulgaria",2012,"Single male",26.8
"Bulgaria",2012,"Two adults",25.9
"Bulgaria",2012,"Three or more adults",18.3
"Bulgaria",2012,"Households without dependent children",22.7
"Bulgaria",2012,"Households with dependent children",21.7
"Czech Republic",2012,"Total",9.3
"Czech Republic",2012,"Single person",18.6
"Czech Republic",2012,"Single female",21.4
"Czech Republic",2012,"Single male",14.1
"Czech Republic",2012,"Two adults",7.8
"Czech Republic",2012,"Three or more adults",6.3
"Czech Republic",2012,"Households without dependent children",9.8
"Czech Republic",2012,"Households with dependent children",8.7
"Denmark",2012,"Total",7.4
"Denmark",2012,"Single person",17.3
"Denmark",2012,"Single female",18.3
"Denmark",2012,"Single male",16.3
"Denmark",2012,"Two adults",5.2
"Denmark",2012,"Three or more adults",2.8
"Denmark",2012,"Households without dependent children",10.2
"Denmark",2012,"Households with dependent children",4.4
"Germany (until 1990 former territory of the FRG)",2012,"Total",7.8
"Germany (until 1990 former territory of the FRG)",2012,"Single person",21.2
"Germany (until 1990 former territory of the FRG)",2012,"Single female",22.6
"Germany (until 1990 former territory of the FRG)",2012,"Single male",19.6
"Germany (until 1990 former territory of the FRG)",2012,"Two adults",4.3
"Germany (until 1990 former territory of the FRG)",2012,"Three or more adults",2.2
"Germany (until 1990 former territory of the FRG)",2012,"Households without dependent children",9.8
"Germany (until 1990 former territory of the FRG)",2012,"Households with dependent children",5.1
"Estonia",2012,"Total",15.5
"Estonia",2012,"Single person",24.5
"Estonia",2012,"Single female",23.9
"Estonia",2012,"Single male",25.4
"Estonia",2012,"Two adults",17.5
"Estonia",2012,"Three or more adults",17.2
"Estonia",2012,"Households without dependent children",19.7
"Estonia",2012,"Households with dependent children",11.4
"Ireland",2012,"Total",8
"Ireland",2012,"Single person",15.9
"Ireland",2012,"Single female",13.6
"Ireland",2012,"Single male",18.4
"Ireland",2012,"Two adults",6.1
"Ireland",2012,"Three or more adults",8.3
"Ireland",2012,"Households without dependent children",8.8
"Ireland",2012,"Households with dependent children",7.5
"Greece",2012,"Total",10
"Greece",2012,"Single person",21.1
"Greece",2012,"Single female",19.9
"Greece",2012,"Single male",22.9
"Greece",2012,"Two adults",12.2
"Greece",2012,"Three or more adults",10
"Greece",2012,"Households without dependent children",12.5
"Greece",2012,"Households with dependent children",7.3
"Spain",2012,"Total",5.7
"Spain",2012,"Single person",6.9
"Spain",2012,"Single female",6.5
"Spain",2012,"Single male",7.4
"Spain",2012,"Two adults",4.8
"Spain",2012,"Three or more adults",5.9
"Spain",2012,"Households without dependent children",5.6
"Spain",2012,"Households with dependent children",5.9
"France",2012,"Total",3.5
"France",2012,"Single person",6.4
"France",2012,"Single female",5.6
"France",2012,"Single male",7.5
"France",2012,"Two adults",2
"France",2012,"Three or more adults",1.9
"France",2012,"Households without dependent children",3.4
"France",2012,"Households with dependent children",3.6
"Croatia",2012,"Total",9.3
"Croatia",2012,"Single person",13.8
"Croatia",2012,"Single female",9.7
"Croatia",2012,"Single male",21.6
"Croatia",2012,"Two adults",12.6
"Croatia",2012,"Three or more adults",6.5
"Croatia",2012,"Households without dependent children",10.3
"Croatia",2012,"Households with dependent children",8.4
"Italy",2012,"Total",1.8
"Italy",2012,"Single person",3.3
"Italy",2012,"Single female",3.1
"Italy",2012,"Single male",3.5
"Italy",2012,"Two adults",1.8
"Italy",2012,"Three or more adults",1
"Italy",2012,"Households without dependent children",1.9
"Italy",2012,"Households with dependent children",1.6
"Cyprus",2012,"Total",1.6
"Cyprus",2012,"Single person",6.9
"Cyprus",2012,"Single female",5.9
"Cyprus",2012,"Single male",8.3
"Cyprus",2012,"Two adults",2.4
"Cyprus",2012,"Three or more adults",0.9
"Cyprus",2012,"Households without dependent children",2.7
"Cyprus",2012,"Households with dependent children",0.8
"Latvia",2012,"Total",27.2
"Latvia",2012,"Single person",31.6
"Latvia",2012,"Single female",30
"Latvia",2012,"Single male",35.3
"Latvia",2012,"Two adults",29.8
"Latvia",2012,"Three or more adults",26.7
"Latvia",2012,"Households without dependent children",29.4
"Latvia",2012,"Households with dependent children",25.3
"Lithuania",2012,"Total",14.6
"Lithuania",2012,"Single person",20.6
"Lithuania",2012,"Single female",20.1
"Lithuania",2012,"Single male",21.9
"Lithuania",2012,"Two adults",16.9
"Lithuania",2012,"Three or more adults",15.2
"Lithuania",2012,"Households without dependent children",17.7
"Lithuania",2012,"Households with dependent children",12
"Luxembourg",2012,"Total",2.5
"Luxembourg",2012,"Single person",4.9
"Luxembourg",2012,"Single female",3.6
"Luxembourg",2012,"Single male",6.3
"Luxembourg",2012,"Two adults",1.9
"Luxembourg",2012,"Three or more adults",0.3
"Luxembourg",2012,"Households without dependent children",2.5
"Luxembourg",2012,"Households with dependent children",2.5
"Hungary",2012,"Total",23.6
"Hungary",2012,"Single person",29.5
"Hungary",2012,"Single female",27.2
"Hungary",2012,"Single male",33.8
"Hungary",2012,"Two adults",20.5
"Hungary",2012,"Three or more adults",16.3
"Hungary",2012,"Households without dependent children",21.9
"Hungary",2012,"Households with dependent children",25.2
"Malta",2012,"Total",2.2
"Malta",2012,"Single person",7
"Malta",2012,"Single female",6.9
"Malta",2012,"Single male",7.2
"Malta",2012,"Two adults",1.5
"Malta",2012,"Three or more adults",0.8
"Malta",2012,"Households without dependent children",2
"Malta",2012,"Households with dependent children",2.5
"Netherlands",2012,"Total",5.8
"Netherlands",2012,"Single person",18.4
"Netherlands",2012,"Single female",19.5
"Netherlands",2012,"Single male",17.2
"Netherlands",2012,"Two adults",3.2
"Netherlands",2012,"Three or more adults",1
"Netherlands",2012,"Households without dependent children",8.1
"Netherlands",2012,"Households with dependent children",3.7
"Austria",2012,"Total",6.4
"Austria",2012,"Single person",13
"Austria",2012,"Single female",13.9
"Austria",2012,"Single male",11.8
"Austria",2012,"Two adults",5
"Austria",2012,"Three or more adults",2.5
"Austria",2012,"Households without dependent children",6.8
"Austria",2012,"Households with dependent children",5.9
"Poland",2012,"Total",10.2
"Poland",2012,"Single person",15.7
"Poland",2012,"Single female",14.8
"Poland",2012,"Single male",17.5
"Poland",2012,"Two adults",12.8
"Poland",2012,"Three or more adults",11.5
"Poland",2012,"Households without dependent children",12.9
"Poland",2012,"Households with dependent children",8.2
"Portugal",2012,"Total",9.2
"Portugal",2012,"Single person",14.7
"Portugal",2012,"Single female",13.9
"Portugal",2012,"Single male",16.5
"Portugal",2012,"Two adults",10.6
"Portugal",2012,"Three or more adults",6.5
"Portugal",2012,"Households without dependent children",9.6
"Portugal",2012,"Households with dependent children",8.8
"Romania",2012,"Total",40.5
"Romania",2012,"Single person",26.4
"Romania",2012,"Single female",21.8
"Romania",2012,"Single male",35
"Romania",2012,"Two adults",32
"Romania",2012,"Three or more adults",38.5
"Romania",2012,"Households without dependent children",32.9
"Romania",2012,"Households with dependent children",46
"Slovenia",2012,"Total",3.8
"Slovenia",2012,"Single person",11.8
"Slovenia",2012,"Single female",11.4
"Slovenia",2012,"Single male",12.4
"Slovenia",2012,"Two adults",4.7
"Slovenia",2012,"Three or more adults",2.1
"Slovenia",2012,"Households without dependent children",5.8
"Slovenia",2012,"Households with dependent children",2.2
"Slovakia",2012,"Total",15.6
"Slovakia",2012,"Single person",26.6
"Slovakia",2012,"Single female",27.3
"Slovakia",2012,"Single male",25
"Slovakia",2012,"Two adults",16.7
"Slovakia",2012,"Three or more adults",15.4
"Slovakia",2012,"Households without dependent children",18.1
"Slovakia",2012,"Households with dependent children",13.6
"Finland",2012,"Total",7.9
"Finland",2012,"Single person",25.4
"Finland",2012,"Single female",31.4
"Finland",2012,"Single male",17.6
"Finland",2012,"Two adults",4.7
"Finland",2012,"Three or more adults",1.6
"Finland",2012,"Households without dependent children",11.9
"Finland",2012,"Households with dependent children",3.2
"Sweden",2012,"Total",3.4
"Sweden",2012,"Single person",7.2
"Sweden",2012,"Single female",7
"Sweden",2012,"Single male",7.4
"Sweden",2012,"Two adults",1.7
"Sweden",2012,"Three or more adults",1.8
"Sweden",2012,"Households without dependent children",3.7
"Sweden",2012,"Households with dependent children",3.1
"United Kingdom",2012,"Total",9.2
"United Kingdom",2012,"Single person",16.5
"United Kingdom",2012,"Single female",15.6
"United Kingdom",2012,"Single male",17.4
"United Kingdom",2012,"Two adults",5
"United Kingdom",2012,"Three or more adults",5
"United Kingdom",2012,"Households without dependent children",7.8
"United Kingdom",2012,"Households with dependent children",10.6
"Iceland",2012,"Total",3.8
"Iceland",2012,"Single person",12.3
"Iceland",2012,"Single female",12.2
"Iceland",2012,"Single male",12.4
"Iceland",2012,"Two adults",2
"Iceland",2012,"Three or more adults",1.9
"Iceland",2012,"Households without dependent children",5.4
"Iceland",2012,"Households with dependent children",2.7
"Norway",2012,"Total",3.9
"Norway",2012,"Single person",11.2
"Norway",2012,"Single female",11.2
"Norway",2012,"Single male",11.3
"Norway",2012,"Two adults",2.1
"Norway",2012,"Three or more adults",2.8
"Norway",2012,"Households without dependent children",5.8
"Norway",2012,"Households with dependent children",2.1
"Switzerland",2012,"Total",3
"Switzerland",2012,"Single person",8
"Switzerland",2012,"Single female",8.2
"Switzerland",2012,"Single male",7.7
"Switzerland",2012,"Two adults",2
"Switzerland",2012,"Three or more adults",2.5
"Switzerland",2012,"Households without dependent children",3.6
"Switzerland",2012,"Households with dependent children",2.4
"Former Yugoslav Republic of Macedonia, the",2012,"Total",28.7
"Former Yugoslav Republic of Macedonia, the",2012,"Single person",33.9
"Former Yugoslav Republic of Macedonia, the",2012,"Single female",29.4
"Former Yugoslav Republic of Macedonia, the",2012,"Single male",44.7
"Former Yugoslav Republic of Macedonia, the",2012,"Two adults",38.9
"Former Yugoslav Republic of Macedonia, the",2012,"Three or more adults",33.6
"Former Yugoslav Republic of Macedonia, the",2012,"Households without dependent children",35.3
"Former Yugoslav Republic of Macedonia, the",2012,"Households with dependent children",25.6
"Turkey",2012,"Total",53.8
"Turkey",2012,"Single person",38.4
"Turkey",2012,"Single female",33.8
"Turkey",2012,"Single male",46.6
"Turkey",2012,"Two adults",45.9
"Turkey",2012,"Three or more adults",48.7
"Turkey",2012,"Households without dependent children",46.5
"Turkey",2012,"Households with dependent children",56.2
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2013,"Total",8.6
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2013,"Single person",14.2
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2013,"Single female",14.1
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2013,"Single male",14.4
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2013,"Two adults",6.4
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2013,"Three or more adults",7.5
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2013,"Households without dependent children",8.8
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2013,"Households with dependent children",8.3
"European Union (28 countries)",2013,"Total",8.6
"European Union (28 countries)",2013,"Single person",14.2
"European Union (28 countries)",2013,"Single female",14.1
"European Union (28 countries)",2013,"Single male",14.4
"European Union (28 countries)",2013,"Two adults",6.4
"European Union (28 countries)",2013,"Three or more adults",7.5
"European Union (28 countries)",2013,"Households without dependent children",8.8
"European Union (28 countries)",2013,"Households with dependent children",8.3
"European Union (27 countries)",2013,"Total",8.5
"European Union (27 countries)",2013,"Single person",14.2
"European Union (27 countries)",2013,"Single female",14.1
"European Union (27 countries)",2013,"Single male",14.4
"European Union (27 countries)",2013,"Two adults",6.4
"European Union (27 countries)",2013,"Three or more adults",7.5
"European Union (27 countries)",2013,"Households without dependent children",8.8
"European Union (27 countries)",2013,"Households with dependent children",8.3
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2013,"Total",5.5
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2013,"Single person",12.6
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2013,"Single female",12.5
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2013,"Single male",12.7
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2013,"Two adults",4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2013,"Three or more adults",4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2013,"Households without dependent children",6.5
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2013,"Households with dependent children",4.6
"Euro area (19 countries)",2013,"Total",5.7
"Euro area (19 countries)",2013,"Single person",12.8
"Euro area (19 countries)",2013,"Single female",12.7
"Euro area (19 countries)",2013,"Single male",12.8
"Euro area (19 countries)",2013,"Two adults",4.2
"Euro area (19 countries)",2013,"Three or more adults",4.2
"Euro area (19 countries)",2013,"Households without dependent children",6.7
"Euro area (19 countries)",2013,"Households with dependent children",4.8
"Euro area (18 countries)",2013,"Total",5.7
"Euro area (18 countries)",2013,"Single person",12.7
"Euro area (18 countries)",2013,"Single female",12.7
"Euro area (18 countries)",2013,"Single male",12.8
"Euro area (18 countries)",2013,"Two adults",4.1
"Euro area (18 countries)",2013,"Three or more adults",4.2
"Euro area (18 countries)",2013,"Households without dependent children",6.6
"Euro area (18 countries)",2013,"Households with dependent children",4.7
"Belgium",2013,"Total",7.2
"Belgium",2013,"Single person",16.2
"Belgium",2013,"Single female",14.1
"Belgium",2013,"Single male",18.5
"Belgium",2013,"Two adults",4
"Belgium",2013,"Three or more adults",3.5
"Belgium",2013,"Households without dependent children",7.8
"Belgium",2013,"Households with dependent children",6.6
"Bulgaria",2013,"Total",22.3
"Bulgaria",2013,"Single person",25.3
"Bulgaria",2013,"Single female",25.6
"Bulgaria",2013,"Single male",24.8
"Bulgaria",2013,"Two adults",24.9
"Bulgaria",2013,"Three or more adults",16.3
"Bulgaria",2013,"Households without dependent children",21.4
"Bulgaria",2013,"Households with dependent children",23.2
"Czech Republic",2013,"Total",9
"Czech Republic",2013,"Single person",15.7
"Czech Republic",2013,"Single female",18.5
"Czech Republic",2013,"Single male",11.5
"Czech Republic",2013,"Two adults",7.9
"Czech Republic",2013,"Three or more adults",5.7
"Czech Republic",2013,"Households without dependent children",9.2
"Czech Republic",2013,"Households with dependent children",8.9
"Denmark",2013,"Total",8.5
"Denmark",2013,"Single person",19.8
"Denmark",2013,"Single female",21.6
"Denmark",2013,"Single male",17.9
"Denmark",2013,"Two adults",5.6
"Denmark",2013,"Three or more adults",5.1
"Denmark",2013,"Households without dependent children",11.7
"Denmark",2013,"Households with dependent children",4.8
"Germany (until 1990 former territory of the FRG)",2013,"Total",7.4
"Germany (until 1990 former territory of the FRG)",2013,"Single person",19.3
"Germany (until 1990 former territory of the FRG)",2013,"Single female",20.1
"Germany (until 1990 former territory of the FRG)",2013,"Single male",18.4
"Germany (until 1990 former territory of the FRG)",2013,"Two adults",4.3
"Germany (until 1990 former territory of the FRG)",2013,"Three or more adults",2.3
"Germany (until 1990 former territory of the FRG)",2013,"Households without dependent children",9.3
"Germany (until 1990 former territory of the FRG)",2013,"Households with dependent children",4.8
"Estonia",2013,"Total",14.2
"Estonia",2013,"Single person",23.5
"Estonia",2013,"Single female",25.4
"Estonia",2013,"Single male",20.1
"Estonia",2013,"Two adults",15.7
"Estonia",2013,"Three or more adults",14.9
"Estonia",2013,"Households without dependent children",18.1
"Estonia",2013,"Households with dependent children",10.4
"Ireland",2013,"Total",7
"Ireland",2013,"Single person",14.6
"Ireland",2013,"Single female",11.8
"Ireland",2013,"Single male",17.9
"Ireland",2013,"Two adults",6.7
"Ireland",2013,"Three or more adults",7.5
"Ireland",2013,"Households without dependent children",8.6
"Ireland",2013,"Households with dependent children",5.9
"Greece",2013,"Total",9.7
"Greece",2013,"Single person",20.4
"Greece",2013,"Single female",19.5
"Greece",2013,"Single male",21.8
"Greece",2013,"Two adults",10.5
"Greece",2013,"Three or more adults",8.1
"Greece",2013,"Households without dependent children",11.4
"Greece",2013,"Households with dependent children",7.6
"Spain",2013,"Total",6.2
"Spain",2013,"Single person",7.3
"Spain",2013,"Single female",5.8
"Spain",2013,"Single male",9.1
"Spain",2013,"Two adults",4.6
"Spain",2013,"Three or more adults",5.3
"Spain",2013,"Households without dependent children",5.3
"Spain",2013,"Households with dependent children",7.1
"France",2013,"Total",2.9
"France",2013,"Single person",5.5
"France",2013,"Single female",5.6
"France",2013,"Single male",5.5
"France",2013,"Two adults",1.7
"France",2013,"Three or more adults",2.1
"France",2013,"Households without dependent children",3
"France",2013,"Households with dependent children",2.8
"Croatia",2013,"Total",9.7
"Croatia",2013,"Single person",13.9
"Croatia",2013,"Single female",9.9
"Croatia",2013,"Single male",21.1
"Croatia",2013,"Two adults",12.8
"Croatia",2013,"Three or more adults",10.1
"Croatia",2013,"Households without dependent children",11.9
"Croatia",2013,"Households with dependent children",7.9
"Italy",2013,"Total",2
"Italy",2013,"Single person",3.9
"Italy",2013,"Single female",4
"Italy",2013,"Single male",3.8
"Italy",2013,"Two adults",2.2
"Italy",2013,"Three or more adults",1.5
"Italy",2013,"Households without dependent children",2.5
"Italy",2013,"Households with dependent children",1.5
"Cyprus",2013,"Total",1.7
"Cyprus",2013,"Single person",4.1
"Cyprus",2013,"Single female",4.6
"Cyprus",2013,"Single male",3.3
"Cyprus",2013,"Two adults",2.6
"Cyprus",2013,"Three or more adults",1.4
"Cyprus",2013,"Households without dependent children",2.4
"Cyprus",2013,"Households with dependent children",1.2
"Latvia",2013,"Total",27.8
"Latvia",2013,"Single person",33.5
"Latvia",2013,"Single female",30.8
"Latvia",2013,"Single male",39.5
"Latvia",2013,"Two adults",31.5
"Latvia",2013,"Three or more adults",22.3
"Latvia",2013,"Households without dependent children",29.5
"Latvia",2013,"Households with dependent children",26.1
"Lithuania",2013,"Total",14.6
"Lithuania",2013,"Single person",18.8
"Lithuania",2013,"Single female",17.1
"Lithuania",2013,"Single male",21.9
"Lithuania",2013,"Two adults",15.9
"Lithuania",2013,"Three or more adults",11.8
"Lithuania",2013,"Households without dependent children",15.9
"Lithuania",2013,"Households with dependent children",13.4
"Luxembourg",2013,"Total",1.7
"Luxembourg",2013,"Single person",4.6
"Luxembourg",2013,"Single female",4.4
"Luxembourg",2013,"Single male",4.8
"Luxembourg",2013,"Two adults",1
"Luxembourg",2013,"Three or more adults",0
"Luxembourg",2013,"Households without dependent children",2
"Luxembourg",2013,"Households with dependent children",1.6
"Hungary",2013,"Total",25.8
"Hungary",2013,"Single person",30.5
"Hungary",2013,"Single female",28.1
"Hungary",2013,"Single male",34.8
"Hungary",2013,"Two adults",22
"Hungary",2013,"Three or more adults",18.1
"Hungary",2013,"Households without dependent children",23.3
"Hungary",2013,"Households with dependent children",28.1
"Malta",2013,"Total",2.8
"Malta",2013,"Single person",6.7
"Malta",2013,"Single female",6
"Malta",2013,"Single male",7.6
"Malta",2013,"Two adults",2.8
"Malta",2013,"Three or more adults",1.6
"Malta",2013,"Households without dependent children",3
"Malta",2013,"Households with dependent children",2.5
"Netherlands",2013,"Total",6.8
"Netherlands",2013,"Single person",20.4
"Netherlands",2013,"Single female",19.4
"Netherlands",2013,"Single male",21.6
"Netherlands",2013,"Two adults",3.3
"Netherlands",2013,"Three or more adults",5.5
"Netherlands",2013,"Households without dependent children",9.3
"Netherlands",2013,"Households with dependent children",4.3
"Austria",2013,"Total",5.9
"Austria",2013,"Single person",12.5
"Austria",2013,"Single female",13.6
"Austria",2013,"Single male",11.2
"Austria",2013,"Two adults",4.7
"Austria",2013,"Three or more adults",2.4
"Austria",2013,"Households without dependent children",6.6
"Austria",2013,"Households with dependent children",5.1
"Poland",2013,"Total",9
"Poland",2013,"Single person",15.9
"Poland",2013,"Single female",14.8
"Poland",2013,"Single male",18
"Poland",2013,"Two adults",11.4
"Poland",2013,"Three or more adults",8.9
"Poland",2013,"Households without dependent children",11.4
"Poland",2013,"Households with dependent children",7.3
"Portugal",2013,"Total",9.6
"Portugal",2013,"Single person",13.8
"Portugal",2013,"Single female",12.9
"Portugal",2013,"Single male",15.7
"Portugal",2013,"Two adults",10.3
"Portugal",2013,"Three or more adults",7.9
"Portugal",2013,"Households without dependent children",10
"Portugal",2013,"Households with dependent children",9.3
"Romania",2013,"Total",38.8
"Romania",2013,"Single person",24.3
"Romania",2013,"Single female",20.2
"Romania",2013,"Single male",31.6
"Romania",2013,"Two adults",31.9
"Romania",2013,"Three or more adults",40.7
"Romania",2013,"Households without dependent children",33.1
"Romania",2013,"Households with dependent children",43.2
"Slovenia",2013,"Total",3.8
"Slovenia",2013,"Single person",13.2
"Slovenia",2013,"Single female",12.4
"Slovenia",2013,"Single male",14.2
"Slovenia",2013,"Two adults",4.1
"Slovenia",2013,"Three or more adults",1.9
"Slovenia",2013,"Households without dependent children",5.9
"Slovenia",2013,"Households with dependent children",2.2
"Slovakia",2013,"Total",15.1
"Slovakia",2013,"Single person",26.5
"Slovakia",2013,"Single female",26.9
"Slovakia",2013,"Single male",25.2
"Slovakia",2013,"Two adults",16.4
"Slovakia",2013,"Three or more adults",16.2
"Slovakia",2013,"Households without dependent children",18.4
"Slovakia",2013,"Households with dependent children",12.9
"Finland",2013,"Total",8
"Finland",2013,"Single person",25.5
