"Država","Leto","Gorivo","Število"
"United Kingdom",2008,"Total","28,390,000"
"United Kingdom",2008,"All Petroleum Products","21,064,000"
"United Kingdom",2008,"LPG","27,000"
"United Kingdom",2008,"Diesel","7,227,000"
"United Kingdom",2008,"Electrical Energy","1,000"
"Liechtenstein",2008,"Total","25,460"
"Liechtenstein",2008,"All Petroleum Products","20,190"
"Liechtenstein",2008,"LPG","0"
"Liechtenstein",2008,"Diesel","5,150"
"Liechtenstein",2008,"Electrical Energy","0"
"Norway",2008,"Total","2,197,000"
"Norway",2008,"All Petroleum Products","1,597,000"
"Norway",2008,"LPG","0"
"Norway",2008,"Diesel","598,000"
"Norway",2008,"Electrical Energy","2,000"
"Switzerland",2008,"Total","3,990,000"
"Switzerland",2008,"All Petroleum Products","3,370,000"
"Switzerland",2008,"LPG","2,000"
"Switzerland",2008,"Diesel","596,000"
"Switzerland",2008,"Electrical Energy","1,000"
"Former Yugoslav Republic of Macedonia, the",2008,"Total","263,110"
"Former Yugoslav Republic of Macedonia, the",2008,"All Petroleum Products","203,230"
"Former Yugoslav Republic of Macedonia, the",2008,"LPG","10,810"
"Former Yugoslav Republic of Macedonia, the",2008,"Diesel","49,030"
"Former Yugoslav Republic of Macedonia, the",2008,"Electrical Energy","40"
"Turkey",2008,"Total","6,797,000"
"Turkey",2008,"All Petroleum Products","3,532,000"
"Turkey",2008,"LPG","2,215,000"
"Turkey",2008,"Diesel","948,000"
"Belgium",2009,"Total","5,193,000"
"Belgium",2009,"All Petroleum Products","2,092,000"
"Belgium",2009,"LPG","42,000"
"Belgium",2009,"Diesel","3,039,000"
"Belgium",2009,"Electrical Energy","0"
"Bulgaria",2009,"Total","2,502,000"
"Czech Republic",2009,"Total","4,435,000"
"Czech Republic",2009,"All Petroleum Products","3,328,000"
"Czech Republic",2009,"Diesel","1,102,000"
"Germany (until 1990 former territory of the FRG)",2009,"Total","41,738,000"
"Germany (until 1990 former territory of the FRG)",2009,"All Petroleum Products","30,450,000"
"Germany (until 1990 former territory of the FRG)",2009,"LPG","369,000"
"Germany (until 1990 former territory of the FRG)",2009,"Diesel","10,818,000"
"Germany (until 1990 former territory of the FRG)",2009,"Electrical Energy","2,000"
"Estonia",2009,"Total","545,600"
"Estonia",2009,"All Petroleum Products","417,200"
"Estonia",2009,"LPG","0"
"Estonia",2009,"Diesel","128,400"
"Estonia",2009,"Electrical Energy","0"
"Ireland",2009,"Total","1,971,740"
"Ireland",2009,"All Petroleum Products","14,966,540"
"Ireland",2009,"LPG","0"
"Ireland",2009,"Diesel","466,710"
"Ireland",2009,"Electrical Energy","20"
"Greece",2009,"Total","5,131,960"
"Spain",2009,"Total","21,984,000"
"Spain",2009,"All Petroleum Products","10,901,000"
"Spain",2009,"Diesel","11,079,000"
"France",2009,"Total","31,394,000"
"Croatia",2009,"Total","1,541,000"
"Croatia",2009,"All Petroleum Products","964,000"
"Croatia",2009,"LPG","46,000"
"Croatia",2009,"Diesel","531,000"
"Croatia",2009,"Electrical Energy","0"
"Italy",2009,"Total","36,372,000"
"Italy",2009,"All Petroleum Products","20,911,000"
"Italy",2009,"LPG","1,474,000"
"Italy",2009,"Diesel","13,366,000"
"Cyprus",2009,"Total","461,000"
"Cyprus",2009,"All Petroleum Products","416,000"
"Cyprus",2009,"LPG","0"
"Cyprus",2009,"Diesel","44,000"
"Cyprus",2009,"Electrical Energy","1,000"
"Latvia",2009,"Total","904,310"
"Latvia",2009,"All Petroleum Products","676,980"
"Latvia",2009,"LPG","0"
"Latvia",2009,"Diesel","227,280"
"Latvia",2009,"Electrical Energy","0"
"Lithuania",2009,"Total","1,695,286"
"Luxembourg",2009,"Total","331,500"
"Luxembourg",2009,"All Petroleum Products","125,100"
"Luxembourg",2009,"LPG","0"
"Luxembourg",2009,"Diesel","205,400"
"Luxembourg",2009,"Electrical Energy","2"
"Hungary",2009,"Total","3,013,720"
"Hungary",2009,"All Petroleum Products","2,404,240"
"Hungary",2009,"Diesel","604,400"
"Hungary",2009,"Electrical Energy","70"
"Malta",2009,"Total","234,341"
"Malta",2009,"All Petroleum Products","168,835"
"Malta",2009,"LPG","1"
"Malta",2009,"Diesel","65,291"
"Malta",2009,"Electrical Energy","36"
"Netherlands",2009,"Total","7,622,000"
"Netherlands",2009,"All Petroleum Products","6,070,000"
"Netherlands",2009,"LPG","222,000"
"Netherlands",2009,"Diesel","1,290,000"
"Netherlands",2009,"Electrical Energy","40,000"
"Austria",2009,"Total","4,360,000"
"Austria",2009,"All Petroleum Products","1,972,000"
"Austria",2009,"LPG","0"
"Austria",2009,"Diesel","2,382,000"
"Austria",2009,"Electrical Energy","0"
"Poland",2009,"Total","16,495,000"
"Poland",2009,"All Petroleum Products","10,396,000"
"Poland",2009,"LPG","2,326,000"
"Poland",2009,"Diesel","3,371,000"
"Romania",2009,"Total","4,245,000"
"Romania",2009,"All Petroleum Products","3,009,000"
"Romania",2009,"Diesel","1,235,000"
"Romania",2009,"Electrical Energy","1,000"
"Slovenia",2009,"Total","1,058,858"
"Slovenia",2009,"All Petroleum Products","713,028"
"Slovenia",2009,"Diesel","344,176"
"Slovakia",2009,"Total","1,589,000"
"Finland",2009,"Total","2,777,000"
"Finland",2009,"All Petroleum Products","2,263,000"
"Finland",2009,"LPG","0"
"Finland",2009,"Diesel","494,000"
"Finland",2009,"Electrical Energy","0"
"Sweden",2009,"Total","4,299,950"
"Sweden",2009,"All Petroleum Products","3,622,775"
"Sweden",2009,"LPG","15"
"Sweden",2009,"Diesel","483,900"
"Sweden",2009,"Electrical Energy","157"
"United Kingdom",2009,"Total","28,247,000"
"United Kingdom",2009,"All Petroleum Products","20,491,000"
"United Kingdom",2009,"LPG","26,000"
"United Kingdom",2009,"Diesel","7,641,000"
"United Kingdom",2009,"Electrical Energy","1,000"
"Liechtenstein",2009,"Total","25,910"
"Liechtenstein",2009,"All Petroleum Products","20,120"
"Liechtenstein",2009,"LPG","0"
"Liechtenstein",2009,"Diesel","5,660"
"Liechtenstein",2009,"Electrical Energy","0"
"Norway",2009,"Total","2,244,000"
"Norway",2009,"All Petroleum Products","1,551,000"
"Norway",2009,"LPG","0"
"Norway",2009,"Diesel","691,000"
"Norway",2009,"Electrical Energy","2,000"
"Switzerland",2009,"Total","4,010,000"
"Switzerland",2009,"All Petroleum Products","3,320,000"
"Switzerland",2009,"LPG","0"
"Switzerland",2009,"Diesel","666,000"
"Switzerland",2009,"Electrical Energy","1,000"
"Former Yugoslav Republic of Macedonia, the",2009,"Total","282,200"
"Former Yugoslav Republic of Macedonia, the",2009,"All Petroleum Products","216,390"
"Former Yugoslav Republic of Macedonia, the",2009,"LPG","11,350"
"Former Yugoslav Republic of Macedonia, the",2009,"Diesel","54,420"
"Former Yugoslav Republic of Macedonia, the",2009,"Electrical Energy","40"
"Turkey",2009,"Total","7,093,960"
"Turkey",2009,"All Petroleum Products","3,373,880"
"Turkey",2009,"LPG","2,525,450"
"Turkey",2009,"Diesel","1,111,820"
"Belgium",2010,"Total","5,276,000"
"Belgium",2010,"All Petroleum Products","2,036,000"
"Belgium",2010,"LPG","37,000"
"Belgium",2010,"Diesel","3,181,000"
"Belgium",2010,"Electrical Energy","0"
"Bulgaria",2010,"Total","2,602,000"
"Czech Republic",2010,"Total","4,496,000"
"Czech Republic",2010,"All Petroleum Products","3,285,000"
"Czech Republic",2010,"Diesel","1,206,000"
"Germany (until 1990 former territory of the FRG)",2010,"Total","42,302,000"
"Germany (until 1990 former territory of the FRG)",2010,"All Petroleum Products","30,488,000"
"Germany (until 1990 former territory of the FRG)",2010,"LPG","419,000"
"Germany (until 1990 former territory of the FRG)",2010,"Diesel","11,267,000"
"Germany (until 1990 former territory of the FRG)",2010,"Electrical Energy","2,000"
"Estonia",2010,"Total","552,680"
"Estonia",2010,"All Petroleum Products","415,580"
"Estonia",2010,"LPG","0"
"Estonia",2010,"Diesel","137,100"
"Estonia",2010,"Electrical Energy","0"
"Ireland",2010,"Total","1,937,130"
"Ireland",2010,"All Petroleum Products","1,402,380"
"Ireland",2010,"LPG","0"
"Ireland",2010,"Diesel","522,160"
"Ireland",2010,"Electrical Energy","50"
"Greece",2010,"Total","5,216,873"
"Spain",2010,"Total","22,148,000"
"Spain",2010,"All Petroleum Products","10,677,000"
"Spain",2010,"Diesel","11,467,000"
"France",2010,"Total","31,657,000"
"Croatia",2010,"Total","1,521,000"
"Croatia",2010,"All Petroleum Products","938,000"
"Croatia",2010,"LPG","47,000"
"Croatia",2010,"Diesel","536,000"
"Croatia",2010,"Electrical Energy","0"
"Italy",2010,"Total","36,751,000"
"Italy",2010,"All Petroleum Products","20,430,000"
"Italy",2010,"LPG","1,753,000"
"Italy",2010,"Diesel","13,900,000"
"Cyprus",2010,"Total","463,000"
"Cyprus",2010,"All Petroleum Products","416,000"
"Cyprus",2010,"LPG","0"
"Cyprus",2010,"Diesel","46,000"
"Cyprus",2010,"Electrical Energy","1,000"
"Latvia",2010,"Total","636,660"
"Latvia",2010,"All Petroleum Products","426,590"
"Latvia",2010,"LPG","0"
"Latvia",2010,"Diesel","210,070"
"Latvia",2010,"Electrical Energy","0"
"Lithuania",2010,"Total","1,691,855"
"Luxembourg",2010,"Total","337,200"
"Luxembourg",2010,"All Petroleum Products","121,200"
"Luxembourg",2010,"LPG","100"
"Luxembourg",2010,"Diesel","214,900"
"Hungary",2010,"Total","2,984,060"
"Hungary",2010,"All Petroleum Products","2,356,270"
"Hungary",2010,"Diesel","619,810"
"Hungary",2010,"Electrical Energy","80"
"Malta",2010,"Total","240,960"
"Malta",2010,"All Petroleum Products","173,372"
"Malta",2010,"LPG","1"
"Malta",2010,"Diesel","67,335"
"Malta",2010,"Electrical Energy","39"
"Netherlands",2010,"Total","7,736,000"
"Netherlands",2010,"All Petroleum Products","6,170,000"
"Netherlands",2010,"LPG","211,000"
"Netherlands",2010,"Diesel","1,297,000"
"Netherlands",2010,"Electrical Energy","56,000"
"Austria",2010,"Total","4,441,000"
"Austria",2010,"All Petroleum Products","1,988,000"
"Austria",2010,"LPG","0"
"Austria",2010,"Diesel","2,446,000"
"Austria",2010,"Electrical Energy","0"
"Poland",2010,"Total","17,240,000"
"Poland",2010,"All Petroleum Products","10,517,000"
"Poland",2010,"LPG","2,478,000"
"Poland",2010,"Diesel","3,871,000"
"Portugal",2010,"Total","4,692,000"
"Portugal",2010,"All Petroleum Products","2,569,000"
"Portugal",2010,"LPG","38,000"
"Portugal",2010,"Diesel","2,077,000"
"Romania",2010,"Total","4,320,000"
"Romania",2010,"All Petroleum Products","2,991,000"
"Romania",2010,"Diesel","1,328,000"
"Romania",2010,"Electrical Energy","1,000"
"Slovenia",2010,"Total","1,061,650"
"Slovenia",2010,"All Petroleum Products","693,120"
"Slovenia",2010,"Diesel","367,500"
"Slovakia",2010,"Total","1,669,100"
"Finland",2010,"Total","2,877,000"
"Finland",2010,"All Petroleum Products","2,302,000"
"Finland",2010,"LPG","0"
"Finland",2010,"Diesel","555,000"
"Finland",2010,"Electrical Energy","0"
"Sweden",2010,"Total","4,334,390"
"Sweden",2010,"All Petroleum Products","3,498,301"
"Sweden",2010,"LPG","23"
"Sweden",2010,"Diesel","606,346"
"Sweden",2010,"Electrical Energy","190"
"United Kingdom",2010,"Total","28,421,000"
"United Kingdom",2010,"All Petroleum Products","20,083,000"
"United Kingdom",2010,"LPG","26,000"
"United Kingdom",2010,"Diesel","8,203,000"
"United Kingdom",2010,"Electrical Energy","2,000"
"Liechtenstein",2010,"Total","26,890"
"Liechtenstein",2010,"All Petroleum Products","20,470"
"Liechtenstein",2010,"LPG","0"
"Liechtenstein",2010,"Diesel","6,220"
"Liechtenstein",2010,"Electrical Energy","0"
"Norway",2010,"Total","2,308,000"
"Norway",2010,"All Petroleum Products","1,501,000"
"Norway",2010,"LPG","0"
"Norway",2010,"Diesel","805,000"
"Norway",2010,"Electrical Energy","2,000"
"Switzerland",2010,"Total","4,076,000"
"Switzerland",2010,"All Petroleum Products","3,309,000"
"Switzerland",2010,"LPG","0"
"Switzerland",2010,"Diesel","739,000"
"Switzerland",2010,"Electrical Energy","1,000"
"Former Yugoslav Republic of Macedonia, the",2010,"Total","310,230"
"Former Yugoslav Republic of Macedonia, the",2010,"All Petroleum Products","227,180"
"Former Yugoslav Republic of Macedonia, the",2010,"LPG","11,100"
"Former Yugoslav Republic of Macedonia, the",2010,"Diesel","71,910"
"Former Yugoslav Republic of Macedonia, the",2010,"Electrical Energy","40"
"Turkey",2010,"Total","7,544,871"
"Turkey",2010,"All Petroleum Products","3,191,964"
"Turkey",2010,"LPG","2,900,034"
"Turkey",2010,"Diesel","1,381,631"
"Belgium",2011,"Total","5,407,000"
"Belgium",2011,"All Petroleum Products","2,005,000"
"Belgium",2011,"LPG","34,000"
"Belgium",2011,"Diesel","3,341,000"
"Belgium",2011,"Electrical Energy","0"
"Bulgaria",2011,"Total","2,695,000"
"Czech Republic",2011,"Total","4,582,000"
"Czech Republic",2011,"All Petroleum Products","3,261,000"
"Czech Republic",2011,"Diesel","1,316,000"
"Germany (until 1990 former territory of the FRG)",2011,"Total","42,928,000"
"Germany (until 1990 former territory of the FRG)",2011,"All Petroleum Products","30,452,000"
"Germany (until 1990 former territory of the FRG)",2011,"LPG","456,000"
"Germany (until 1990 former territory of the FRG)",2011,"Diesel","11,891,000"
"Germany (until 1990 former territory of the FRG)",2011,"Electrical Energy","5,000"
"Estonia",2011,"Total","574,000"
"Estonia",2011,"All Petroleum Products","420,000"
"Estonia",2011,"LPG","0"
"Estonia",2011,"Diesel","154,000"
"Estonia",2011,"Electrical Energy","0"
"Ireland",2011,"Total","1,962,460"
"Ireland",2011,"All Petroleum Products","1,339,320"
"Ireland",2011,"LPG","0"
"Ireland",2011,"Diesel","608,240"
"Ireland",2011,"Electrical Energy","120"
"Greece",2011,"Total","5,203,591"
"Spain",2011,"Total","22,277,000"
"Spain",2011,"All Petroleum Products","10,510,000"
"Spain",2011,"Diesel","11,763,000"
"France",2011,"Total","31,754,000"
"Croatia",2011,"Total","1,518,000"
"Croatia",2011,"All Petroleum Products","923,000"
"Croatia",2011,"LPG","48,000"
"Croatia",2011,"Diesel","547,000"
"Croatia",2011,"Electrical Energy","0"
"Italy",2011,"Total","37,113,000"
"Italy",2011,"All Petroleum Products","20,163,000"
"Italy",2011,"LPG","1,776,000"
"Italy",2011,"Diesel","14,485,000"
"Cyprus",2011,"Total","470,000"
"Cyprus",2011,"All Petroleum Products","420,000"
"Cyprus",2011,"LPG","0"
"Cyprus",2011,"Diesel","48,000"
"Cyprus",2011,"Electrical Energy","2,000"
"Latvia",2011,"Total","612,320"
"Latvia",2011,"All Petroleum Products","391,230"
"Latvia",2011,"LPG","0"
"Latvia",2011,"Diesel","221,090"
"Latvia",2011,"Electrical Energy","0"
"Lithuania",2011,"Total","1,713,277"
"Luxembourg",2011,"Total","345,600"
"Luxembourg",2011,"All Petroleum Products","120,400"
"Luxembourg",2011,"LPG","100"
"Luxembourg",2011,"Diesel","223,600"
"Luxembourg",2011,"Electrical Energy","0"
"Hungary",2011,"Total","2,967,810"
"Hungary",2011,"All Petroleum Products","2,311,040"
"Hungary",2011,"Diesel","642,670"
"Hungary",2011,"Electrical Energy","90"
"Malta",2011,"Total","247,174"
"Malta",2011,"All Petroleum Products","175,751"
"Malta",2011,"LPG","1"
"Malta",2011,"Diesel","71,129"
"Malta",2011,"Electrical Energy","32"
"Netherlands",2011,"Total","7,859,000"
"Netherlands",2011,"All Petroleum Products","6,254,000"
"Netherlands",2011,"LPG","204,000"
"Netherlands",2011,"Diesel","1,327,000"
"Netherlands",2011,"Electrical Energy","70,000"
"Austria",2011,"Total","4,513,000"
"Austria",2011,"All Petroleum Products","1,997,000"
"Austria",2011,"LPG","0"
"Austria",2011,"Diesel","2,506,000"
"Austria",2011,"Electrical Energy","1,000"
"Poland",2011,"Total","18,125,000"
"Poland",2011,"All Petroleum Products","10,735,000"
"Poland",2011,"LPG","2,652,000"
"Poland",2011,"Diesel","4,416,000"
"Portugal",2011,"Total","4,712,000"
"Portugal",2011,"All Petroleum Products","2,497,000"
"Portugal",2011,"LPG","37,000"
"Portugal",2011,"Diesel","2,169,000"
"Portugal",2011,"Electrical Energy","200"
"Romania",2011,"Total","4,335,000"
"Romania",2011,"All Petroleum Products","2,952,000"
"Romania",2011,"Diesel","1,381,000"
"Romania",2011,"Electrical Energy","1,000"
"Slovenia",2011,"Total","1,066,500"
"Slovenia",2011,"All Petroleum Products","676,990"
"Slovenia",2011,"Diesel","388,560"
"Slovakia",2011,"Total","1,749,300"
"Finland",2011,"Total","2,978,000"
"Finland",2011,"All Petroleum Products","2,340,000"
"Finland",2011,"LPG","0"
"Finland",2011,"Diesel","617,000"
"Finland",2011,"Electrical Energy","0"
"Sweden",2011,"Total","4,400,550"
"Sweden",2011,"All Petroleum Products","3,385,092"
"Sweden",2011,"LPG","22"
"Sweden",2011,"Diesel","765,783"
"Sweden",2011,"Electrical Energy","366"
"United Kingdom",2011,"Total","28,467,000"
"United Kingdom",2011,"All Petroleum Products","19,548,000"
"United Kingdom",2011,"LPG","22,000"
"United Kingdom",2011,"Diesel","8,763,000"
"United Kingdom",2011,"Electrical Energy","3,000"
"Liechtenstein",2011,"Total","27,327"
"Liechtenstein",2011,"All Petroleum Products","20,404"
"Liechtenstein",2011,"LPG","0"
"Liechtenstein",2011,"Diesel","6,669"
"Liechtenstein",2011,"Electrical Energy","4"
"Norway",2011,"Total","2,376,000"
"Norway",2011,"All Petroleum Products","1,448,000"
"Norway",2011,"LPG","0"
"Norway",2011,"Diesel","924,000"
"Norway",2011,"Electrical Energy","4,000"
"Switzerland",2011,"Total","4,163,000"
"Switzerland",2011,"All Petroleum Products","3,302,000"
"Switzerland",2011,"LPG","1,000"
"Switzerland",2011,"Diesel","827,000"
"Switzerland",2011,"Electrical Energy","1,000"
"Former Yugoslav Republic of Macedonia, the",2011,"Total","313,000"
"Former Yugoslav Republic of Macedonia, the",2011,"All Petroleum Products","217,000"
"Former Yugoslav Republic of Macedonia, the",2011,"LPG","10,460"
"Former Yugoslav Republic of Macedonia, the",2011,"Diesel","85,500"
"Former Yugoslav Republic of Macedonia, the",2011,"Electrical Energy","40"
"Turkey",2011,"Total","8,113,100"
"Turkey",2011,"All Petroleum Products","2,721,900"
"Turkey",2011,"LPG","3,259,200"
"Turkey",2011,"Diesel","1,756,000"
"Turkey",2011,"Electrical Energy","50"
"Belgium",2012,"Total","5,444,000"
"Belgium",2012,"All Petroleum Products","1,981,000"
"Belgium",2012,"Diesel","3,401,000"
"Bulgaria",2012,"Total","2,807,000"
"Czech Republic",2012,"Total","4,706,000"
"Czech Republic",2012,"All Petroleum Products","3,216,000"
"Czech Republic",2012,"Diesel","1,483,000"
"Germany (until 1990 former territory of the FRG)",2012,"Total","43,431,000"
"Germany (until 1990 former territory of the FRG)",2012,"All Petroleum Products","30,206,000"
"Germany (until 1990 former territory of the FRG)",2012,"LPG","495,000"
"Germany (until 1990 former territory of the FRG)",2012,"Diesel","12,579,000"
"Germany (until 1990 former territory of the FRG)",2012,"Electrical Energy","7,000"
"Estonia",2012,"Total","602,100"
"Estonia",2012,"All Petroleum Products","424,300"
"Estonia",2012,"LPG","0"
"Estonia",2012,"Diesel","177,200"
"Estonia",2012,"Electrical Energy","600"
"Ireland",2012,"Total","1,951,130"
"Ireland",2012,"All Petroleum Products","1,266,760"
"Ireland",2012,"LPG","0"
"Ireland",2012,"Diesel","667,470"
"Ireland",2012,"Electrical Energy","270"
"Greece",2012,"Total","5,167,557"
"Spain",2012,"Total","22,248,000"
"Spain",2012,"All Petroleum Products","10,305,000"
"Spain",2012,"Diesel","11,938,000"
"France",2012,"Total","32,132,000"
"Croatia",2012,"Total","1,445,000"
"Croatia",2012,"All Petroleum Products","849,000"
"Croatia",2012,"LPG","49,000"
"Croatia",2012,"Diesel","547,000"
"Croatia",2012,"Electrical Energy","0"
"Italy",2012,"Total","37,078,000"
"Italy",2012,"All Petroleum Products","19,744,000"
"Italy",2012,"LPG","1,862,000"
"Italy",2012,"Diesel","14,744,000"
"Cyprus",2012,"Total","475,000"
"Cyprus",2012,"All Petroleum Products","425,000"
"Cyprus",2012,"LPG","0"
"Cyprus",2012,"Diesel","49,000"
"Cyprus",2012,"Electrical Energy","1,000"
"Latvia",2012,"Total","618,270"
"Latvia",2012,"All Petroleum Products","373,850"
"Latvia",2012,"LPG","0"
"Latvia",2012,"Diesel","244,410"
"Latvia",2012,"Electrical Energy","10"
"Lithuania",2012,"Total","1,753,407"
"Luxembourg",2012,"Total","355,900"
"Luxembourg",2012,"All Petroleum Products","120,700"
"Luxembourg",2012,"LPG","100"
"Luxembourg",2012,"Diesel","233,000"
"Luxembourg",2012,"Electrical Energy","100"
"Hungary",2012,"Total","2,986,030"
"Hungary",2012,"All Petroleum Products","2,279,360"
"Hungary",2012,"Diesel","683,260"
"Hungary",2012,"Electrical Energy","90"
"Malta",2012,"Total","249,612"
"Malta",2012,"All Petroleum Products","175,286"
"Malta",2012,"LPG","1"
"Malta",2012,"Diesel","73,946"
"Malta",2012,"Electrical Energy","38"
"Netherlands",2012,"Total","7,916,000"
"Netherlands",2012,"All Petroleum Products","6,278,000"
"Netherlands",2012,"LPG","202,000"
"Netherlands",2012,"Diesel","1,340,000"
"Netherlands",2012,"Electrical Energy","91,000"
"Austria",2012,"Total","4,584,000"
"Austria",2012,"All Petroleum Products","2,001,000"
"Austria",2012,"LPG","0"
"Austria",2012,"Diesel","2,570,000"
"Austria",2012,"Electrical Energy","1,000"
"Poland",2012,"Total","18,744,000"
"Poland",2012,"All Petroleum Products","10,811,000"
"Poland",2012,"LPG","2,757,000"
"Poland",2012,"Diesel","4,830,000"
"Portugal",2012,"Total","4,259,000"
"Portugal",2012,"All Petroleum Products","2,160,000"
"Portugal",2012,"LPG","37,000"
"Portugal",2012,"Diesel","2,051,000"
"Romania",2012,"Total","4,487,000"
"Romania",2012,"All Petroleum Products","3,005,000"
"Romania",2012,"Diesel","1,480,000"
"Romania",2012,"Electrical Energy","1,000"
"Slovenia",2012,"Total","1,066,030"
"Slovenia",2012,"All Petroleum Products","655,120"
"Slovenia",2012,"Diesel","410,020"
"Slovakia",2012,"Total","1,824,200"
"Finland",2012,"Total","3,037,000"
"Finland",2012,"All Petroleum Products","2,369,000"
"Finland",2012,"LPG","0"
"Finland",2012,"Diesel","664,000"
"Finland",2012,"Electrical Energy","0"
"Sweden",2012,"Total","4,446,349"
"Sweden",2012,"All Petroleum Products","3,260,349"
"Sweden",2012,"LPG","23"
"Sweden",2012,"Diesel","924,246"
"Sweden",2012,"Electrical Energy","603"
"United Kingdom",2012,"Total","28,722,000"
"United Kingdom",2012,"All Petroleum Products","19,159,000"
"United Kingdom",2012,"LPG","20,000"
"United Kingdom",2012,"Diesel","9,385,000"
"United Kingdom",2012,"Electrical Energy","4,000"
"Liechtenstein",2012,"Total","28,000"
"Liechtenstein",2012,"All Petroleum Products","20,350"
"Liechtenstein",2012,"LPG","0"
"Liechtenstein",2012,"Diesel","7,370"
"Liechtenstein",2012,"Electrical Energy","10"
"Norway",2012,"Total","2,443,000"
"Norway",2012,"All Petroleum Products","1,408,000"
"Norway",2012,"LPG","0"
"Norway",2012,"Diesel","1,026,000"
"Norway",2012,"Electrical Energy","8,000"
"Switzerland",2012,"Total","4,255,000"
"Switzerland",2012,"All Petroleum Products","3,279,000"
"Switzerland",2012,"LPG","1,000"
"Switzerland",2012,"Diesel","934,000"
"Switzerland",2012,"Electrical Energy","2,000"
"Former Yugoslav Republic of Macedonia, the",2012,"Total","302,000"
"Former Yugoslav Republic of Macedonia, the",2012,"All Petroleum Products","199,000"
"Former Yugoslav Republic of Macedonia, the",2012,"LPG","9,960"
"Former Yugoslav Republic of Macedonia, the",2012,"Diesel","93,000"
"Former Yugoslav Republic of Macedonia, the",2012,"Electrical Energy","40"
"Turkey",2012,"Total","8,648,880"
"Turkey",2012,"All Petroleum Products","2,681,050"
"Turkey",2012,"LPG","3,569,100"
"Turkey",2012,"Diesel","2,101,210"
"Turkey",2012,"Electrical Energy","230"
"Belgium",2013,"Total","5,493,472"
"Belgium",2013,"All Petroleum Products","2,008,893"
"Belgium",2013,"Diesel","3,438,968"
"Belgium",2013,"Electrical Energy","919"
"Bulgaria",2013,"Total","2,910,235"
"Czech Republic",2013,"Total","4,729,185"
"Czech Republic",2013,"All Petroleum Products","3,196,233"
"Czech Republic",2013,"LPG","41"
"Czech Republic",2013,"Diesel","1,525,690"
"Czech Republic",2013,"Electrical Energy","237"
"Germany (until 1990 former territory of the FRG)",2013,"Total","43,851,000"
"Germany (until 1990 former territory of the FRG)",2013,"All Petroleum Products","29,956,000"
"Germany (until 1990 former territory of the FRG)",2013,"LPG","501,000"
"Germany (until 1990 former territory of the FRG)",2013,"Diesel","13,215,000"
"Germany (until 1990 former territory of the FRG)",2013,"Electrical Energy","12,000"
"Estonia",2013,"Total","628,565"
"Estonia",2013,"All Petroleum Products","426,366"
"Estonia",2013,"LPG","2"
"Estonia",2013,"Diesel","201,372"
"Estonia",2013,"Electrical Energy","708"
"Ireland",2013,"Total","1,984,550"
"Ireland",2013,"All Petroleum Products","1,223,430"
"Ireland",2013,"Diesel","743,290"
"Ireland",2013,"Electrical Energy","280"
"Greece",2013,"Total","5,124,208"
"Spain",2013,"Total","22,025,000"
"France",2013,"Total","32,858,000"
"France",2013,"All Petroleum Products","10,241,000"
"France",2013,"LPG","0"
"France",2013,"Diesel","22,381,000"
"France",2013,"Electrical Energy","18,000"
"Croatia",2013,"Total","1,448,000"
"Croatia",2013,"All Petroleum Products","834,000"
"Croatia",2013,"LPG","51,000"
"Croatia",2013,"Diesel","563,000"
"Italy",2013,"Total","36,963,000"
"Italy",2013,"All Petroleum Products","19,304,000"
"Italy",2013,"LPG","1,944,000"
"Italy",2013,"Diesel","14,932,000"
"Italy",2013,"Electrical Energy","4,500"
"Cyprus",2013,"Total","474,561"
"Cyprus",2013,"All Petroleum Products","424,068"
"Cyprus",2013,"LPG","0"
"Cyprus",2013,"Diesel","50,478"
"Cyprus",2013,"Electrical Energy","6"
"Latvia",2013,"Total","634,600"
"Latvia",2013,"All Petroleum Products","361,600"
"Latvia",2013,"LPG","5"
"Latvia",2013,"Diesel","272,980"
"Latvia",2013,"Electrical Energy","15"
"Lithuania",2013,"Total","1,808,982"
"Lithuania",2013,"All Petroleum Products","749,962"
"Lithuania",2013,"Diesel","752,511"
"Luxembourg",2013,"Total","363,247"
"Luxembourg",2013,"All Petroleum Products","122,019"
"Luxembourg",2013,"LPG","289"
"Luxembourg",2013,"Diesel","238,608"
"Luxembourg",2013,"Electrical Energy","263"
"Hungary",2013,"Total","3,040,732"
"Hungary",2013,"All Petroleum Products","2,272,281"
"Hungary",2013,"LPG","10,000"
"Hungary",2013,"Diesel","740,114"
"Hungary",2013,"Electrical Energy","110"
"Malta",2013,"Total","256,096"
"Malta",2013,"All Petroleum Products","178,459"
"Malta",2013,"LPG","1"
"Malta",2013,"Diesel","77,380"
"Malta",2013,"Electrical Energy","59"
"Netherlands",2013,"Total","7,932,000"
"Netherlands",2013,"LPG","186,000"
"Austria",2013,"Total","4,641,308"
"Austria",2013,"All Petroleum Products","2,013,748"
"Austria",2013,"LPG","1"
"Austria",2013,"Diesel","2,621,588"
"Austria",2013,"Electrical Energy","2,070"
"Poland",2013,"Total","19,389,446"
"Poland",2013,"All Petroleum Products","10,937,607"
"Poland",2013,"LPG","2,846,868"
"Poland",2013,"Diesel","5,259,881"
"Poland",2013,"Electrical Energy","2,270"
"Portugal",2013,"Total","4,327,478"
"Portugal",2013,"All Petroleum Products","2,165,168"
"Portugal",2013,"LPG","40,443"
"Portugal",2013,"Diesel","2,121,295"
